"Timestamp","Cinsiyet","Şirketiniz hangi lokasyonda?","Tam zamanlı mı yarı zamanlı mı çalışıyorsunuz?","Çalışma şekliniz nedir?","Şirketinizin çalışan sayısı nedir?","Kaç yıllık deneyiminiz var?","Çalıştığınız Sektor? (Otomotiv, Bankacilik, Saglik vs)","Pozisyonunuzun Ismi?","Pozisyonunuzun Ismi?","Aylık Ortalama Net Maaşınız? (Turk Lirasi)","Yıllık ek net gelirleriniz? (prim bonus ve benzeri gelirlerin toplamı)","Yan haklarınız nelerdir?","Temmuz & Ağustos dönemi zam oranınız nedir?"
"9/25/2024 15:00:02","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Diğer","İhracat Operasyon Uzman Yard.","İhracat Operasyon Uzman Yard.","31.000-40.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"9/25/2024 15:00:04","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Diğer","Satış personeli ","Satış Personeli ","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Almadım"
"9/25/2024 15:00:29","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","7-9 Yıl","Sağlık ve Tıp","Hemşire (yoğun bakım)","Hemşire (Yoğun Bakım)","10.000-20.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı","Almadım"
"9/25/2024 15:00:31","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Sağlık ve Tıp","Pratisyen hekim","Pratisyen Hekim","81.000-90.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 15:00:32","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Turizm ve Konaklama","insan kaynakları memuru ","Insan Kaynakları Memuru ","10.000-20.000 TL","Ek gelirim yok","Şirket Telefonu","Almadım"
"9/25/2024 15:00:36","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","3-5 Yıl","Tekstil ve Hazır Giyim","merchandiser","Merchandiser","31.000-40.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 15:00:44","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","5-7 Yıl","Tekstil ve Hazır Giyim","Arge şefi","Arge Şefi","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"9/25/2024 15:00:52","Kadın","Türkiye","Tam zamanlı","Ofiste","150-199","9-12 Yıl","Finans ve Muhasebe","Muhasebe","Muhasebe","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","%11-%20"
"9/25/2024 15:00:53","Kadın","Yurt dışı","Tam zamanlı","Hybrid","100-149","1-3 Yıl","Sağlık ve Tıp","Bölgesel Ürün satış uzmanı","Bölgesel Ürün Satış Uzmanı","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Şirket Aracı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Henuz belli degil"
"9/25/2024 15:01:03","Kadın","Türkiye","Yarı zamanlı","Hybrid","1-49","7-9 Yıl","İnşaat","Mimar ","Mimar ","10.000-20.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 15:01:07","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","5-7 Yıl","Finans ve Muhasebe","Dış ticaret asistanı","Dış Ticaret Asistanı","21.000-30.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%11-%20"
"9/25/2024 15:01:08","Kadın","Türkiye","Tam zamanlı","Ofiste","100-149","0-1 Yıl","Tekstil ve Hazır Giyim","E ticaret uzmanı","E Ticaret Uzmanı","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","%5-%10"
"9/25/2024 15:01:11","Kadın","Türkiye","Yarı zamanlı","Uzaktan","1-49","0-1 Yıl","Bilgi Teknolojileri ve Yazılım","Marketing Intern","Marketing Intern","10.000-20.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 15:01:14","Erkek","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Tekstil ve Hazır Giyim","Stajyer","Stajyer","31.000-40.000 TL","Ek gelirim yok","Yan hakkim yok","Henuz belli degil"
"9/25/2024 15:01:20","Kadın","Yurt dışı","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Turizm ve Konaklama","Kat hizmetlisi ","Kat Hizmetlisi ","31.000-40.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"9/25/2024 15:01:21","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Üretim","Endüstri Mühendisi","Endüstri Mühendisi","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"9/25/2024 15:01:24","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","3-5 Yıl","Bilgi Teknolojileri ve Yazılım","Software Test Engineer ","Software Test Engineer ","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"9/25/2024 15:01:38","Erkek","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Otomotiv","Ürün Geliştirme Mühendisi","Ürün Geliştirme Mühendisi","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı","Almadım"
"9/25/2024 15:01:39","Kadın","Yurt dışı","Tam zamanlı","Uzaktan","200 ve ustu","0-1 Yıl","Sağlık ve Tıp","Klinik araştırma","Klinik Araştırma","41.000-50.000 TL","150.000 TL ve üstü","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"9/25/2024 15:01:46","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Sağlık ve Tıp","Kalite güvence uzmanı","Kalite Güvence Uzmanı","41.000-50.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"9/25/2024 15:01:54","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","0-1 Yıl","Dijital Medya ve Eğlence","Dijital pazarlama uzmanı","Dijital Pazarlama Uzmanı","10.000-20.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 15:02:07","Kadın","Yurt dışı","Tam zamanlı","Uzaktan","1-49","0-1 Yıl","Bilgi Teknolojileri ve Yazılım","Community Manager","Community Manager","31.000-40.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 15:02:11","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","1-3 Yıl","Eğitim","CRM MANAGER","Crm Manager","31.000-40.000 TL","31.000-50.000 TL","Ulaşım Yardımı, Şirket Telefonu","Henuz belli degil"
"9/25/2024 15:02:18","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Diğer","Satış Danışmanı","Satış Danışmanı","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","Henuz belli degil"
"9/25/2024 15:02:28","Kadın","Türkiye","Yarı zamanlı","Ofiste","1-49","9-12 Yıl","Eğitim","Zihin engelliler öğretmeni","Zihin Engelliler Öğretmeni","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 15:02:29","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","1-3 Yıl","Eğitim","Rehber öğretmen","Rehber Öğretmen","21.000-30.000 TL","Ek gelirim yok","Şirket Telefonu","Almadım"
"9/25/2024 15:02:36","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","3-5 Yıl","Dağıtım ve Toptan Tıcaret","Ticari pazarlama temsilcisi","Ticari Pazarlama Temsilcisi","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Şirket Aracı","%5-%10"
"9/25/2024 15:02:59","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Turizm ve Konaklama","İşletme müdürü ","İşletme Müdürü ","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 15:03:05","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Sağlık ve Tıp","Hemşire ","Hemşire ","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Henuz belli degil"
"9/25/2024 15:03:06","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","3-5 Yıl","İnşaat","Mimar","Mimar","31.000-40.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 15:03:17","Erkek","Türkiye","Tam zamanlı","Ofiste","50-99","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Game Developer","Game Developer","61.000-70.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"9/25/2024 15:03:18","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Gıda ve İçecek","Gıda mühendisi","Gıda Mühendisi","51.000-60.000 TL","Ek gelirim yok","Ulaşım Yardımı","%11-%20"
"9/25/2024 15:03:32","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","3-5 Yıl","Perakende ve E-tıcaret","Görsel Sunum Uzmanı","Görsel Sunum Uzmanı","21.000-30.000 TL","20.000-30.000 TL","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%5-%10"
"9/25/2024 15:03:33","Kadın","Yurt dışı","Tam zamanlı","Uzaktan","100-149","0-1 Yıl","Finans ve Muhasebe","Finans Yetkilisi","Finans Yetkilisi","41.000-50.000 TL","20.000-30.000 TL","Yan hakkim yok","Henuz belli degil"
"9/25/2024 15:03:35","Erkek","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","12 ve ustu","Eğitim","Öğretmen","Öğretmen","51.000-60.000 TL","111.000-150.000 TL","Yan hakkim yok","%21-%35"
"9/25/2024 15:03:37","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","5-7 Yıl","Bilgi Teknolojileri ve Yazılım","Kıdemli İş Zekası Danışmanı","Kıdemli İş Zekası Danışmanı","61.000-70.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%11-%20"
"9/25/2024 15:03:48","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","İnşaat","İç mimar","İç Mimar","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","Almadım"
"9/25/2024 15:03:51","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Perakende ve E-tıcaret","E-ticaret Uzmanı","E-Ticaret Uzmanı","41.000-50.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"9/25/2024 15:03:56","Kadın","Türkiye","Tam zamanlı","Hybrid","50-99","1-3 Yıl","Perakende ve E-tıcaret","Pazarlama uzmanı ","Pazarlama Uzmanı ","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","Almadım"
"9/25/2024 15:04:24","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","5-7 Yıl","Eğitim","Öğretmenim ","Öğretmenim ","10.000-20.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","Almadım"
"9/25/2024 15:04:24","Kadın","Türkiye","Yarı zamanlı","Ofiste","1-49","0-1 Yıl","Diğer","Stajyer","Stajyer","10.000-20.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 15:04:32","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","5-7 Yıl","Gıda ve İçecek","Üretim planlama","Üretim Planlama","31.000-40.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 15:04:32","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","5-7 Yıl","Finans ve Muhasebe","Bankacılık - Yetkiki","Bankacılık - Yetkiki","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%5-%10"
"9/25/2024 15:04:34","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Otomotiv","Junior engineer","Junior Engineer","61.000-70.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"9/25/2024 15:04:40","Kadın","Türkiye","Tam zamanlı","Hybrid","100-149","12 ve ustu","Diğer","İSG UZMANI C SINIFI","İsg Uzmani C Sinifi","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Şirket Aracı","Almadım"
"9/25/2024 15:04:53","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Finans ve Muhasebe","Müşteri Temsilcisi","Müşteri Temsilcisi","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"9/25/2024 15:04:53","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Tekstil ve Hazır Giyim","Üretim mühendisi","Üretim Mühendisi","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Henuz belli degil"
"9/25/2024 15:04:59","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Sağlık ve Tıp","Ruhsat uzmanı","Ruhsat Uzmanı","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Henuz belli degil"
"9/25/2024 15:05:11","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","1-3 Yıl","Dijital Medya ve Eğlence","Jr.SEO Uzmanı","Jr.Seo Uzmanı","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 15:05:17","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","9-12 Yıl","Finans ve Muhasebe","Muhasebeci ","Muhasebeci ","31.000-40.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 15:05:21","Kadın","Türkiye","Tam zamanlı","Uzaktan","50-99","1-3 Yıl","Dijital Medya ve Eğlence","Junior brand strategist","Junior Brand Strategist","10.000-20.000 TL","51.000-70.000 TL","Yan hakkim yok","%11-%20"
"9/25/2024 15:05:22","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","1-3 Yıl","Diğer","Avukat","Avukat","31.000-40.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%51-%70"
"9/25/2024 15:05:28","Kadın","Türkiye","Tam zamanlı","Ofiste","150-199","1-3 Yıl","Diğer","Lojistik Uzmanı","Lojistik Uzmanı","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","%21-%35"
"9/25/2024 15:05:28","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","12 ve ustu","Finans ve Muhasebe","Kıdemli operasyon uzmanı","Kıdemli Operasyon Uzmanı","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"9/25/2024 15:05:37","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Tekstil ve Hazır Giyim","İş geliştirme analisti","İş Geliştirme Analisti","31.000-40.000 TL","31.000-50.000 TL","Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Henuz belli degil"
"9/25/2024 15:05:42","Kadın","Türkiye","Tam zamanlı","Uzaktan","100-149","0-1 Yıl","Bilgi Teknolojileri ve Yazılım","Sap Basis danışmanı","Sap Basis Danışmanı","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 15:05:44","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Dijital Medya ve Eğlence","perfomans analisti","Perfomans Analisti","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 15:05:52","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Eğitim","İletişim Danışmanı","İletişim Danışmanı","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"9/25/2024 15:06:28","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","3-5 Yıl","Diğer","Tekstil müşteri temsilcisi asistani ","Tekstil Müşteri Temsilcisi Asistani ","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 15:06:31","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","ios developer","Ios Developer","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","%11-%20"
"9/25/2024 15:06:41","Erkek","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Çevre ve Enerji","Proje Muhendisi","Proje Muhendisi","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","%11-%20"
"9/25/2024 15:06:53","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Perakende ve E-tıcaret","Brand specialist","Brand Specialist","41.000-50.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Almadım"
"9/25/2024 15:07:02","Kadın","Türkiye","Tam zamanlı","Uzaktan","50-99","5-7 Yıl","Dijital Medya ve Eğlence","Sr. Social & Paid Media Manager","Sr. Social & Paid Media Manager","31.000-40.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 15:07:05","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Otomotiv","Ticari Kontrol Uzmanı","Ticari Kontrol Uzmanı","41.000-50.000 TL","51.000-70.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"9/25/2024 15:07:14","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","1-3 Yıl","Çevre ve Enerji","Çağrı merkezi müşteri temsilcisi","Çağrı Merkezi Müşteri Temsilcisi","21.000-30.000 TL","51.000-70.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%5-%10"
"9/25/2024 15:07:18","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","1-3 Yıl","Üretim","İhracat Sorumlusu","İhracat Sorumlusu","31.000-40.000 TL","Ek gelirim yok","Ulaşım Yardımı","%11-%20"
"9/25/2024 15:07:44","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Mühendislik","Harita mühendisi ","Harita Mühendisi ","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 15:07:46","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","İnşaat","Finans Uzmanı","Finans Uzmanı","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","%11-%20"
"9/25/2024 15:07:53","Kadın","Türkiye","Yarı zamanlı","Uzaktan","1-49","0-1 Yıl","Finans ve Muhasebe","Muhasabe ","Muhasabe ","10.000-20.000 TL","Ek gelirim yok","Ulaşım Yardımı","Henuz belli degil"
"9/25/2024 15:08:02","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","5-7 Yıl","Otomotiv","Uzman Kalite Mühendisi","Uzman Kalite Mühendisi","61.000-70.000 TL","111.000-150.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"9/25/2024 15:08:07","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","1-3 Yıl","Diğer","Müşteri hizmetleri ","Müşteri Hizmetleri ","10.000-20.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 15:08:07","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","İnşaat","satın alma uzmanı","Satın Alma Uzmanı","31.000-40.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"9/25/2024 15:08:09","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","12 ve ustu","Otomotiv","Yönetici asistanı","Yönetici Asistanı","41.000-50.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%21-%35"
"9/25/2024 15:08:10","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","3-5 Yıl","İnşaat","Üst düzey yonetici asistani (merkezi yurtdisinda olan firma )","Üst Düzey Yonetici Asistani (Merkezi Yurtdisinda Olan Firma )","31.000-40.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu","Almadım"
"9/25/2024 15:08:31","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","3-5 Yıl","Bilgi Teknolojileri ve Yazılım","IT Recruiter","It Recruiter","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"9/25/2024 15:08:35","Kadın","Türkiye","Tam zamanlı","Ofiste","150-199","0-1 Yıl","Üretim","Üretim Uzman Yardımcısı","Üretim Uzman Yardımcısı","41.000-50.000 TL","150.000 TL ve üstü","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"9/25/2024 15:08:36","Kadın","Türkiye","Tam zamanlı","Hybrid","50-99","0-1 Yıl","Diğer","Müşteri temsilcisi ","Müşteri Temsilcisi ","10.000-20.000 TL","20.000-30.000 TL","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 15:08:36","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Mühendislik","Satın alma mühendisi ","Satın Alma Mühendisi ","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 15:08:55","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Perakende ve E-tıcaret","Dijital çözüm uzmanı","Dijital Çözüm Uzmanı","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"9/25/2024 15:08:57","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Perakende ve E-tıcaret","Senior category specialist","Senior Category Specialist","91.000-100.000 TL","111.000-150.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
